Période,Produit,Sous-Type de Produit/Catégorie/Article,Mode de Transport,Origine,Destination,Port,Activité,Unité,Valeurs
2007Q2,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2007Q2,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2007Q2,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2007Q2,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2007Q2,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2007Q2,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2007Q3,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2007Q3,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2007Q3,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2007Q3,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2007Q3,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2007Q3,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2007Q4,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2007Q4,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2007Q4,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2007Q4,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2007Q4,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2007Q4,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2008Q1,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2008Q1,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2008Q1,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2008Q1,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2008Q1,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2008Q1,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2008Q2,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2008Q2,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2008Q2,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2008Q2,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2008Q2,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2008Q2,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2008Q3,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2008Q3,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2008Q3,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2008Q3,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2008Q3,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2008Q3,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2008Q4,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,44.77173913
2008Q4,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2008Q4,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2008Q4,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2008Q4,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2008Q4,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2009Q1,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2009Q1,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2009Q1,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2009Q1,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2009Q1,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2009Q1,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2009Q2,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2009Q2,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2009Q2,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2009Q2,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2009Q2,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2009Q2,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2009Q3,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2009Q3,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2009Q3,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2009Q3,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2009Q3,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2009Q3,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2009Q4,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2009Q4,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2009Q4,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2009Q4,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2009Q4,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2009Q4,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2010Q1,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2010Q1,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2010Q1,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2010Q1,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2010Q1,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2010Q1,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2010Q2,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2010Q2,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2010Q2,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2010Q2,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2010Q2,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2010Q2,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2010Q3,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2010Q3,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2010Q3,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2010Q3,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2010Q3,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2010Q3,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2010Q4,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2010Q4,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2010Q4,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2010Q4,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2010Q4,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2010Q4,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2011Q1,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2011Q1,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2011Q1,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Propane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Propane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2011Q1,NGLs,Propane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2011Q1,NGLs,Propane,N/A,N/A,Québec,N/A,Imports,m3/d,0
2011Q1,NGLs,Propane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Butane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2011Q2,NGLs,Butane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Butane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Butane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Butane,N/A,N/A,New Brunswick,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Butane,N/A,N/A,Nova Scotia,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Butane,N/A,N/A,Ontario,N/A,Imports,m3/d,0
2011Q2,NGLs,Butane,N/A,N/A,Québec,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Butane,N/A,N/A,Saskatchewan,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Propane,N/A,N/A,Alberta,N/A,Imports,m3/d,0
2011Q2,NGLs,Propane,N/A,N/A,Atlantic provinces and Québec,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Propane,N/A,N/A,British Columbia,N/A,Imports,m3/d,confidential
2011Q2,NGLs,Propane,N/A,N/A,Manitoba,N/A,Imports,m3/d,confidential
