Period,Product,Product subtype/Category/Commodity,Mode of transportation,Origin,Destination,Port,Activity,Units,Value
1995Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,73.81707333
1995Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,81.01994333
1995Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,80.89901978
1995Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,96.38969231
1995Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,81.89548043
1995Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,85.5833
1995Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,80.14008817
1995Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,95.67040435
1996Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,85.85922308
1996Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,88.21997473
1996Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,87.89213626
1996Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,86.19008791
1996Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,85.74435
1996Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,85.31581304
1996Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,101.4593326
1996Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,92.96640326
1997Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,105.0634533
1997Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,77.71628111
1997Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,105.0137473
1997Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,76.77855165
1997Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,113.4346815
1997Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,87.14593478
1997Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,122.8451837
1997Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,86.33690978
1998Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,128.3172944
1998Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,88.00837889
1998Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,120.2283
1998Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,100.8476253
1998Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,115.7637174
1998Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,92.03104293
1998Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,110.1838641
1998Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,94.94728152
1999Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,102.8078644
1999Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,80.79579156
1999Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,106.1349888
1999Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,91.17266319
1999Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,96.20746848
1999Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,101.8680095
1999Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,113.421263
1999Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,103.1071039
2000Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,114.6832824
2000Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,102.7150125
2000Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,117.1219044
2000Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,109.5179926
2000Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,113.4692913
2000Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,95.78611033
2000Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,123.3724745
2000Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,100.5016999
2001Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,121.7395978
2001Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,97.02546067
2001Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,127.0114223
2001Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,100.14778
2001Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,116.8503772
2001Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,91.93905772
2001Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,126.7917272
2001Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,101.7673886
2002Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,117.6975844
2002Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,96.40002933
2002Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,135.6329835
2002Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,100.481514
2002Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,129.4282773
2002Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,98.84522946
2002Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,135.8866707
2002Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,109.6370767
2003Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,133.8565064
2003Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,95.27441211
2003Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,140.1076866
2003Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,91.1501922
2003Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,141.9363775
2003Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,110.0897561
2003Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,152.8158878
2003Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,108.6797036
2004Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,136.5668223
2004Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,104.4862914
2004Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,152.5711597
2004Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,118.2819446
2004Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,143.9001978
2004Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,120.1486292
2004Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,151.5238589
2004Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,108.0771002
2005Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,159.5753467
2005Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,75.64705067
2005Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,174.6900298
2005Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,87.45625451
2005Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,163.5389982
2005Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,90.85339347
2005Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,172.318377
2005Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,110.6978722
2006Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,170.3753286
2006Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,110.2767622
2006Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,167.9190489
2006Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,110.2809078
2006Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,168.8506658
2006Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,106.3367692
2006Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,177.112506
2006Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,130.686563
2007Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,177.0435617
2007Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,109.2331981
2007Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,166.4493962
2007Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,115.0752401
2007Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,173.9362261
2007Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,116.5896848
2007Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,173.6271024
2007Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,108.9536721
2008Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,176.3548555
2008Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,104.9326637
2008Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,172.1839484
2008Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,111.7068297
2008Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,155.6550739
2008Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,126.900225
2008Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,166.1202978
2008Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,126.1114
2009Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,171.5710478
2009Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,107.7727622
2009Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,170.5098011
2009Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,113.8166857
2009Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,171.5324174
2009Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,133.5761859
2009Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,167.2466587
2009Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,131.2899739
2010Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,176.5426814
2010Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,102.8147756
2010Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,203.0454073
2010Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,126.4273484
2010Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,188.9165446
2010Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,122.2807826
2010Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,200.6542901
2010Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,125.5003804
2011Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,214.1318122
2011Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,123.98174
2011Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,206.2881495
2011Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,110.3433033
2011Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,222.0516267
2011Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,128.6027924
2011Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,218.6211432
2011Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,135.633025
2012Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,232.97322
2012Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,136.7040449
2012Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,237.4959762
2012Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,130.1621811
2012Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,231.2287362
2012Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,135.5726645
2012Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,246.0381809
2012Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,137.9967012
2013Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,287.4032921
2013Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,142.0966846
2013Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,264.26183
2013Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,138.1420226
2013Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,264.6835844
2013Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,135.3248691
2013Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,279.51464
2013Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,151.6780863
2014Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,298.7659314
2014Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,144.1445413
2014Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,308.532303
2014Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,133.6484176
2014Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,323.7695151
2014Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,141.6487711
2014Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,315.3729463
2014Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,148.5556939
2015Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,331.0929202
2015Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,155.4071316
2015Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,339.7547442
2015Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,134.8995962
2015Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,358.6295319
2015Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,135.6524009
2015Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,355.9760654
2015Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,124.4917151
2016Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,378.1356861
2016Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,138.4665202
2016Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,336.8223106
2016Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,118.9601554
2016Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,360.7147526
2016Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,118.7883949
2016Q4,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,378.8635519
2016Q4,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,139.9740231
2017Q1,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,407.826072
2017Q1,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,130.148381
2017Q2,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,400.1342522
2017Q2,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,129.4517632
2017Q3,Crude Oil,Heavy,N/A,N/A,N/A,N/A,Exports,thousand m3/d,404.0031892
2017Q3,Crude Oil,Light,N/A,N/A,N/A,N/A,Exports,thousand m3/d,115.8170605
1985Q2,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,confidential
1985Q2,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,15.94908681
1985Q2,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1985Q2,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,2.034046154
1985Q2,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,confidential
1985Q2,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,0
1985Q3,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,8.114511957
1985Q3,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,50.42501196
1985Q3,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1985Q3,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,8.671300652
1985Q3,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,0.874973913
1985Q3,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,0
1985Q4,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,5.446605935
1985Q4,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,66.31186848
1985Q4,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1985Q4,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,6.315193478
1985Q4,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,1.531122826
1985Q4,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,0
1986Q1,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,8.347113333
1986Q1,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,62.57366444
1986Q1,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,0
1986Q1,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,6.724642222
1986Q1,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,3.632553333
1986Q1,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,confidential
1986Q2,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,10.78779231
1986Q2,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,68.40547473
1986Q2,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1986Q2,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,10.27406813
1986Q2,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,5.230610989
1986Q2,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,0
1986Q3,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,8.073572826
1986Q3,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,67.70896087
1986Q3,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1986Q3,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,11.68924348
1986Q3,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,4.321863043
1986Q3,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,0
1986Q4,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,9.00383587
1986Q4,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,70.6317587
1986Q4,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1986Q4,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,11.32455543
1986Q4,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,2.238642391
1986Q4,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,confidential
1987Q1,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,9.02321
1987Q1,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,63.02375667
1987Q1,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1987Q1,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,11.30833889
1987Q1,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,4.026014444
1987Q1,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,confidential
1987Q2,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,10.42487582
1987Q2,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,80.88470989
1987Q2,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1987Q2,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,10.89811429
1987Q2,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,2.548165934
1987Q2,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,confidential
1987Q3,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,7.452897826
1987Q3,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,80.11338804
1987Q3,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,0
1987Q3,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,11.54270652
1987Q3,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,1.622620652
1987Q3,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,0
1987Q4,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,7.341720652
1987Q4,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,78.84329457
1987Q4,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1987Q4,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,9.598016304
1987Q4,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,confidential
1987Q4,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,confidential
1988Q1,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,8.380492308
1988Q1,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,83.9647978
1988Q1,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1988Q1,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,9.536266374
1988Q1,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,1.740135165
1988Q1,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,confidential
1988Q2,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,10.23831209
1988Q2,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,88.5586989
1988Q2,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1988Q2,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,11.49416923
1988Q2,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,4.228294505
1988Q2,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,2.991967033
1988Q3,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,11.79194348
1988Q3,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,83.27399674
1988Q3,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,0
1988Q3,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,12.05748804
1988Q3,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,1.40666413
1988Q3,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,1.377645652
1988Q4,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,9.798788043
1988Q4,Crude Oil,N/A,N/A,N/A,PADD II,N/A,Exports,thousand m3/d,84.68099891
1988Q4,Crude Oil,N/A,N/A,N/A,PADD III,N/A,Exports,thousand m3/d,confidential
1988Q4,Crude Oil,N/A,N/A,N/A,PADD IV,N/A,Exports,thousand m3/d,10.97256087
1988Q4,Crude Oil,N/A,N/A,N/A,PADD V,N/A,Exports,thousand m3/d,2.313640217
1988Q4,Crude Oil,N/A,N/A,N/A,Non-USA,N/A,Exports,thousand m3/d,confidential
1989Q1,Crude Oil,N/A,N/A,N/A,PADD I,N/A,Exports,thousand m3/d,9.139175556
